comments,star,movie_cht,movie_eng
幽默好看 ～～～推推推,5,吃吃的愛,      Didi's Dream
"整部戲不管是電影色調.服裝.場景像大陸製的商業電影,這部戲節奏太不流暢.男主角演技救了這部電影.雖然小S太刻意想演的多好.少了自然哪一面.但還是很愛小Ｓ林志玲和其他部電影來說進步很多.但是就還是差了哪麼一點的感覺。太多可惜的地方了。",3,吃吃的愛,      Didi's Dream
今天去戲院看完了，質感高，也很有感動度哦！,5,吃吃的愛,      Didi's Dream
超乎預期的好看！,5,吃吃的愛,      Didi's Dream
好看！！推薦！！,5,吃吃的愛,      Didi's Dream
好看,5,吃吃的愛,      Didi's Dream
"把兒童舞台劇服裝拿出來騙錢?跟紙風車劇團借的吧!爛死了!!!不會導不會演真不知哪來的自信,還可以找得到金主拍成,大陸金主應該自認倒楣吧",1,吃吃的愛,      Didi's Dream
不錯啊 蠻好看的！,5,吃吃的愛,      Didi's Dream
"給五顆星 的評論 沒其他台詞了嗎？不是有笑、有淚，就是哭了、笑了
明明就很難看的片，還是把錢省下來做公益較實在",1,吃吃的愛,      Didi's Dream
"爛到破表
看到康熙這種舔共人就噁心
片子意外爛到靠北
大陸完全墊底
小屎自以為很幽默 噁心只是消費別人而已",1,吃吃的愛,      Didi's Dream
"前面很好笑 ，後面很難看面，60 分鐘後我就想離場了.....
",2,吃吃的愛,      Didi's Dream
裡面笑點滿多的 可惜劇本不夠好如果再簡潔有力一點會更好拍電影要拍出水準阿 才對得起觀眾還好~林志玲的演技救了這部電影,3,吃吃的愛,      Didi's Dream
喝洋水學電影的蔡康永，應該憑本部片就在電影圈中被判出局了~回去主持或寫寫書吧!原來要搞垮一個人那麼容易~,1,吃吃的愛,      Didi's Dream
比預期的好，有巧思,5,吃吃的愛,      Didi's Dream
如果你是康熙、S的忠實粉絲，建議你花錢多包幾場去看，除此之外，建議看谷阿莫就好。,1,吃吃的愛,      Didi's Dream
超好看,5,吃吃的愛,      Didi's Dream
👍,5,吃吃的愛,      Didi's Dream
支持！,5,吃吃的愛,      Didi's Dream
不算是一個很棒的電影但卻充滿很多涵義在!,4,吃吃的愛,      Didi's Dream
有笑有淚的電影，很好看👍,5,吃吃的愛,      Didi's Dream
讓我很感動，小S演得很好,5,吃吃的愛,      Didi's Dream
"非常推 跟以往的國片不太一樣 我能理解有些人不喜歡這個劇本或者覺得拍得不好 我承認我也認為節奏有點讓人抓不住 不過 絕對不是大爛片 至少有了勇氣創新

 拍電影的技巧本來就是需要時間的磨練 我覺得我們沒必要一直酸 我很開心欣賞到了一部不太一樣的國片
我還是想說 整部電影 真的有點匆促 我認為應該多一點上官娣娣的挫折與辛酸 還有姊妹戲應該可以再長一點 還有男女主角的感情戲 

從而言之 這是一個好劇本 可惜夢太短暫了...",5,吃吃的愛,      Didi's Dream
感動,5,吃吃的愛,      Didi's Dream
超好看的 大推,5,吃吃的愛,      Didi's Dream
這部電影各方面都非常出色，台灣片之所以常被自己台灣人說無聊不好看就是因為劇情都是生活、愛情、夢想，每部片從一開始追逐夢想到中間戀愛，到最後在生活找到中心在美好下結束。這些東西我們已經很習以為常，比起國外的高級特效，異國風情，神話故事台片的劇情看到不要看了，很多人都這樣想吧?光看劇情無聊的人，有真的感受到台灣人的電影當中進步的曙光嗎?三立的八點檔大家都愛看，卻沒有人去看有特殊題材的公視，因為無聊而給1星的人不覺得可惜嗎,5,吃吃的愛,      Didi's Dream
Good,5,吃吃的愛,      Didi's Dream
超好看,5,吃吃的愛,      Didi's Dream
第一次在電影院裡聽到那麼多笑聲和人哭到一直吸鼻子的聲音，真的很推~~~,5,吃吃的愛,      Didi's Dream
笑中帶淚 推薦 會想看第二次,5,吃吃的愛,      Didi's Dream
可能對劇情演的很有感觸，後半段整個狂哭....本來看影評以為不好看，抱著不好看還是要看的心情去看結果出乎意外的好看，會不會是其他人期待太高了（？,5,吃吃的愛,      Didi's Dream
真的很不好看,1,吃吃的愛,      Didi's Dream
凱擘影藝只想拍出大中華地區能接受的片，他們的市場在主要是中国，不是台灣，了解？,1,吃吃的愛,      Didi's Dream
原本期待這部，預告片段播出太多了，真的很可惜....林志玲演技比之前好太多是真的！,3,吃吃的愛,      Didi's Dream
"有笑有淚就可以五顆星 灑灑狗血讓你哭就可以拿到五星? 劇情爛透為了讓結尾不悲劇還用個夢中夢是尛
整片接片扮醜角就佔了一半時間 根本沒啥劇情可言
0-0的演技0，全都1號表情，是怕演太用力會長皺紋嗎?
給一顆星是小S演技還可以
可惜劇本爛真的沒救",1,吃吃的愛,      Didi's Dream
蠻好笑的,5,吃吃的愛,      Didi's Dream
"支持小S, 電影我覺得很好看啊，都沒有冷場，男主角演技很好，小S演技也不錯，後面也很感人，值得大家去看！",5,吃吃的愛,      Didi's Dream
最後面結局挺好的雖然劇情某些地方不太合理但是對於有兄弟姊妹的人來看~會比較有感觸也被賺了些眼淚，最後面51號實在是太可愛太可愛了!!!!,5,吃吃的愛,      Didi's Dream
蠻好看的啊，而且笑點多，我跟我朋友都笑到一個嫑嫑的，後面也蠻感人的，有忍不住偷偷滴了眼淚，小S的演技比預期中好很多，有驚豔到！XD,5,吃吃的愛,      Didi's Dream
好感人又好好看！沒有想到會這麼好看~,5,吃吃的愛,      Didi's Dream
"難看到有剩，出去一半以上到說爛片浪費錢
說好看，很感動的應該腦子不少洞可以腦補的",1,吃吃的愛,      Didi's Dream
比預期的好看很多! 感情戲豐富 外星橋段有點實驗性質 但是結局的轉折很巧妙 推薦大家去看!,5,吃吃的愛,      Didi's Dream
不好看,1,吃吃的愛,      Didi's Dream
覺得不好看,1,吃吃的愛,      Didi's Dream
去看前，我以為是部爛片，但我卻後面看到淚流滿面。,4,吃吃的愛,      Didi's Dream
劇情有待加強,3,吃吃的愛,      Didi's Dream
簡體字,1,吃吃的愛,      Didi's Dream
哭到臉歪,5,吃吃的愛,      Didi's Dream
認真好看,5,吃吃的愛,      Didi's Dream
好看都在預告片裡了~有點可惜~小S演技還不錯~~林志玲在電影裡很正,3,吃吃的愛,      Didi's Dream
好笑也感動,5,吃吃的愛,      Didi's Dream
真心推薦好好看,5,吃吃的愛,      Didi's Dream
蔡康永導的片原來是這種程度，讓人大失所望,1,吃吃的愛,      Didi's Dream
"真的不是普通的難看~
劇情超沒重點
根本不知道再演什麼?
那外太空到底幹嘛的??",1,吃吃的愛,      Didi's Dream
想放鬆一下的人看這個就沒錯,5,吃吃的愛,      Didi's Dream
好看,5,吃吃的愛,      Didi's Dream
"個人覺得不錯看阿,有笑有淚:小s試鏡時的搞笑演出,和在醫院病床吃花生醬麵那幕,感受得到她的認真.志林姐姐演得也不錯,也感受得到她的認真!另外,金世佳演得很棒!我特別喜歡其中某些場景:像是小s在夕陽下的側臉和背影,我覺得蔡康永把小s拍得很美很有感覺!可以感覺蔡康永的心思細膩.整部看完會讓我想到""莊周夢蝶"",人生如夢,夢如人生.",4,吃吃的愛,      Didi's Dream
太沒梗了無聊，看了一半就離場了。一群五毛水軍，想來洗版想拉高分數~??,1,吃吃的愛,      Didi's Dream
被小S的演技給感動，有歡笑也有淚水！,5,吃吃的愛,      Didi's Dream
小s真的醜爆噁爆！片也爛的讓人想吐！好在有志玲撐著！ 演技明顯進步很多！氣質更不用說！ 蔡康永要感謝有志玲！,1,吃吃的愛,      Didi's Dream
還不錯呀！不過外星人那段有點多餘！如果只是單純演現實生活的話可能更棒！,5,吃吃的愛,      Didi's Dream
比想像中好看超多,5,吃吃的愛,      Didi's Dream
睡不著也看不下...,1,吃吃的愛,      Didi's Dream
雷聲大雨點小，這部片票房會好完全只靠卡司和噱頭，劇情普普通通，導演想表達的意思有點讓人摸不著頭緒甚至有點跳tone，本來蠻期待這部片的，看來我有點高估蔡康永了。,3,吃吃的愛,      Didi's Dream
別亂花錢在這種電影,3,吃吃的愛,      Didi's Dream
夢啊,5,吃吃的愛,      Didi's Dream
我從來沒有哭這麼慘過！導演表面看起來很簡單的劇情，其實都有更深入的意義！,5,吃吃的愛,      Didi's Dream
肖ㄏㄧˋ 難看到一直想說什麼鬼啊,1,吃吃的愛,      Didi's Dream
三小劇情????,1,吃吃的愛,      Didi's Dream
好好看👍,5,吃吃的愛,      Didi's Dream
給五顆星工讀們的只會寫又哭又笑嗎? 認真一點，寫點不一樣的吧。,1,吃吃的愛,      Didi's Dream
看谷阿莫就好了,1,吃吃的愛,      Didi's Dream
 期待太高，所以有點失望,3,吃吃的愛,      Didi's Dream
很有教育意義  跳脫傳統題材的框架,5,電影版聲之形,      A Silent Voice : the Movie
去看就知道了，已哭瞎,5,電影版聲之形,      A Silent Voice : the Movie
電影中每個角色的個性都很鮮明，也細膩地刻畫了角色們每個行為背後的含意，將角色們的心理變化清楚呈現，真的值得進影院一看！,5,電影版聲之形,      A Silent Voice : the Movie
觀看過程中，可以試著感受聽障者的無奈及不甘心..以及被霸凌跟從霸凌者轉為被霸凌者的感受這部我覺得算是教育片，主要是它讓我感受到聽障者要融入一個團體裡真的很難，因為聽不到更難像大部分正常人一樣可以察言觀色!所以準備要去看跟還沒去看的朋友們，希望別把這部當一般動畫看，而是去感受,5,電影版聲之形,      A Silent Voice : the Movie
"各種不同的煩惱與成長過程
值得省思 回顧 ",5,電影版聲之形,      A Silent Voice : the Movie
整個看完後騎車回家路上 腦海都是女主小時候對妹妹說那句邊騎邊感傷...,5,電影版聲之形,      A Silent Voice : the Movie
真的有遇過這樣的校園霸凌 ， 畢竟小時候心態還不是這麼成熟 ，往往出於無聊打發時間而做出傷害別人的事情,5,電影版聲之形,      A Silent Voice : the Movie
電影散場時，廳內的人都沒有說話，沒有劇情討論，也沒有批評，都默默的往出口走去，好像都還沉靜在電影裡。京都動畫的作畫就不用說了，節奏看似平靜，其實是被沉重的議題所壓制了，非常有教育意義的一部電影，值得一看。,5,電影版聲之形,      A Silent Voice : the Movie
想起小學、中學時嚴重的霸凌情形，真希望自己小時候是一個有勇氣去阻止霸凌的人，此片非常有教育意義，簡直該列入中小學必看教材 !!,5,電影版聲之形,      A Silent Voice : the Movie
大推！非常有意義的一部電影～覺得比你的名字好看！看完電影去補漫畫，補完漫畫再回去看電影會哭更慘！,5,電影版聲之形,      A Silent Voice : the Movie
好看,5,電影版聲之形,      A Silent Voice : the Movie
我以前也是被  霸凌  排擠   也有過想自殺的念頭~~!!!!所以這部電影  感覺看到了   以前的自己  所以 看完  聲之形 有種莫名的感動  Q_Q,5,電影版聲之形,      A Silent Voice : the Movie
和你的名字   有著不同的感觸 (兩者根本不能做比較)女主角小學時被男主角群霸凌的不捨 (覺得國小老師真的很O蛋)男主角媽媽和女主角媽媽道歉那一幕 (為人父母的感動)還有女主角妹妹為姐姐所付出的一切  直到女角奶奶過世那段 也是有哭點 上高中後的男主角因為愧疚小時候的事情在橋上自殺後來又遇到女主角想要彌補女生小時候被欺負的所有一切一直到跳樓那一幕       我想所有人應該都會嚇傻了每個腳色的個性刻畫鮮明    (覺得大便頭永束最好笑)還有劇本簡直就像一個社會的小小縮影   非常有共鳴 !! 總而言之    這部作品真的可以再看第二次 !!,5,電影版聲之形,      A Silent Voice : the Movie
"62話內容濃縮成這樣已經很不錯了,很喜歡電影的收尾,印象深刻,甚至比漫畫還好一些",5,電影版聲之形,      A Silent Voice : the Movie
音樂完美帶入腳色心情，充滿生命教育的一部作品,5,電影版聲之形,      A Silent Voice : the Movie
好看,5,電影版聲之形,      A Silent Voice : the Movie
跟漫畫版比起來，衝擊力較弱，對於某些角色的雕塑較不明顯，可能讓人不太瞭解一些情緒的產生和劇情的發展，但這是一部值得推薦的勵志作品，建議大家看完電影後，去閱覽漫畫版聲之形，讓大家一起幫助身旁的人活下去吧。,5,電影版聲之形,      A Silent Voice : the Movie
如果你想看完心情很悶就去看吧！劇情有些牽強！沒什麼感動的地方。,1,電影版聲之形,      A Silent Voice : the Movie
不管事有或無的聲音 其實在於自己 是否去敞開自己的內在 去接受他人 好看 推,5,電影版聲之形,      A Silent Voice : the Movie
"需要靜下心來，需要專注看的一部好片，非常富有教育意義。

而且非常感動的片子 
很值得去戲院看，忍不住掉淚",5,電影版聲之形,      A Silent Voice : the Movie
1-7本，拿來補細節剛好~,5,電影版聲之形,      A Silent Voice : the Movie
聲之型，是看劇情，需要細膩品嚐，大多時間都以主角的心理層面為主軸，讓人需要去思考實質意義你的名字，是看爽片，視覺，聽覺所以，相較之下，可以說是反差很大，你可以依照你當時想看哪一種類型的去決定要不要進去電影院看我個人是都覺得不錯,5,電影版聲之形,      A Silent Voice : the Movie
"好看的是關於霸凌和人際關係
認識自己走出陰影好好的活下去",5,電影版聲之形,      A Silent Voice : the Movie
好看,5,電影版聲之形,      A Silent Voice : the Movie
"好看，但決定不要被預告片騙去看，以為是愛情片哦。
想說看過原作明明就不是在探討愛情，結果預告片拍得跟愛情片一樣，就感覺怪怪的。

而且看過電影後，讓在看漫畫有些不懂的部分可以看懂，所以即使看過原作了，也值得進電影院一看。",5,電影版聲之形,      A Silent Voice : the Movie
這是我近年看過最好看也最有意義的電影導演把角色內心刻劃的非常清楚還有非常感人記得要帶衛生紙,5,電影版聲之形,      A Silent Voice : the Movie
我睡著了！OH!和你的名字的水準相差太多，我難過,1,電影版聲之形,      A Silent Voice : the Movie
"很感動的一部片 尤其是西宮跟石田媽下跪那幕我爆哭了看完後有很強的後座力,是一部具有教育意義的片",5,電影版聲之形,      A Silent Voice : the Movie
"ㄍㄢˇ ㄉㄨㄥˋ
ㄌㄧˋㄓˋ
ㄈㄢˇㄍㄨㄢㄗˋㄐㄧˇ",5,電影版聲之形,      A Silent Voice : the Movie
好看,5,電影版聲之形,      A Silent Voice : the Movie
看完真的讓我反思了很久，相信我2.5刷後還能想得更多,5,電影版聲之形,      A Silent Voice : the Movie
牽強的劇情、諸多不合邏輯的語句、傻眼的巧遇、想要每個角色的刻畫卻因此導致每個角色的深度都不夠,1,電影版聲之形,      A Silent Voice : the Movie
呈現出的效果比漫畫感人太多 ... 好久沒看到讓人ㄍㄧㄥ不住的電影了QQ,5,電影版聲之形,      A Silent Voice : the Movie
"很好看  但不要被預告騙了
這不是校園愛情片哦
是一部具有意義而且寫實的片子哦
",5,電影版聲之形,      A Silent Voice : the Movie
很喜歡很感動,5,電影版聲之形,      A Silent Voice : the Movie
有部分網友都給一顆星，因為把它當作催人熱淚的愛情戀愛電影來看，而且受到去年『你的名字』的影響，覺得應該是差不多的戀愛電影。但是這部片子而是偏向一部意境很深的電影，它探討了非常非常寫實，甚至在你我之間，每天都會發生的事情，它的感動與沉重，並不是在於男女主角之間的愛戀傷悲，而是你會想以前的生活，以前身邊的人，死黨也好、朋友也好、討厭的人也好，這些人圍繞這我們的身邊，形成了點、形成了線、形成了面，形成了人生。你不必為任何人的人生負責，但是請好好負責自己的人生，成為別人及自己活下去的力量。,5,電影版聲之形,      A Silent Voice : the Movie
弄得我在電影院一把鼻涕一把眼淚的⋯,5,電影版聲之形,      A Silent Voice : the Movie
富含教育意義,5,電影版聲之形,      A Silent Voice : the Movie
喜歡,5,電影版聲之形,      A Silent Voice : the Movie
無聊爛片 還是宮崎峻的好看,1,電影版聲之形,      A Silent Voice : the Movie
不知道在演啥 愧疚那麼久 看到不耐,1,電影版聲之形,      A Silent Voice : the Movie
應該給國小國中及高中生及家長看,4,電影版聲之形,      A Silent Voice : the Movie
還好,1,電影版聲之形,      A Silent Voice : the Movie
濃縮了漫畫裡的精華，由京都動畫所製作的高品質動畫電影四處都充滿細膩的描寫，不論是關於畫面還是聲音，歡迎還沒看過的人揪親朋好友一同前往觀賞，不會讓你失望的😁,5,電影版聲之形,      A Silent Voice : the Movie
好看，故事很有邏輯，而且很真實的表現出一位聽障者的心情，大推。,5,電影版聲之形,      A Silent Voice : the Movie
這是一部值得推廣的巨作啊～,5,電影版聲之形,      A Silent Voice : the Movie
愛,5,電影版聲之形,      A Silent Voice : the Movie
一部好看的動畫片，深具教育意義，動畫片上的的確就是現實中會發生的事情，當然也是有結局不會如此美好的事實存在，但不可否認的霸凌確實存在於世上，不論是成人或是孩童，的確是可以令人省思的一部好動畫片。,5,電影版聲之形,      A Silent Voice : the Movie
"這部電影很有意義
在描述一個
從來不接受任何聲音
最後打開心接收了這世界的全部
在這邊對我來說是最感動的
有機會的話還想再看一次😂",5,電影版聲之形,      A Silent Voice : the Movie
很無言的電影。完全不知道自己看了什麼，浪費我的時間和金錢。,1,電影版聲之形,      A Silent Voice : the Movie
說實話，我難得一見的登入評論，只因為這部是我目前看過最愛的動畫電影!劇情非常棒，比，你的名字，還要有含義的許多許多，是一部非常非常棒，且真實，有內涵，能反思許多的好電影，真心推薦。,5,電影版聲之形,      A Silent Voice : the Movie
讚,5,電影版聲之形,      A Silent Voice : the Movie
真的很好看又滿感傷真的不看不行阿～,5,電影版聲之形,      A Silent Voice : the Movie
與其說是部動畫電影，不如將它視為一部教材，發人深省。,5,電影版聲之形,      A Silent Voice : the Movie
Yeee,5,電影版聲之形,      A Silent Voice : the Movie
寫實到近乎殘酷的藝術表現，給觀眾當頭棒喝，好喜歡裡面的氛圍，很揪心，但也很開心看完整場電影後穫得了什麼的自己,5,電影版聲之形,      A Silent Voice : the Movie
看完心很痛，別以為可以跟你的名字一樣，看畫面享受視覺，這部不是爽片,5,電影版聲之形,      A Silent Voice : the Movie
能把電影和漫畫都支持是最好的選擇。,5,電影版聲之形,      A Silent Voice : the Movie
值得一看,5,電影版聲之形,      A Silent Voice : the Movie
いい 映画,5,電影版聲之形,      A Silent Voice : the Movie
後座力很強，一度淚崩,5,電影版聲之形,      A Silent Voice : the Movie
被預告吸引，一上映就跑去看，但是電影步調超慢，有點鬼打牆，劇情也很難入戲，覺得片長兩個多小時很難熬！,1,電影版聲之形,      A Silent Voice : the Movie
看完非常喜歡,5,電影版聲之形,      A Silent Voice : the Movie
"其實早在去年11月的時候已經自己一個人跑去日本的戲院看了,但是知道台灣會上映,就趕緊約了朋友再去看一次電影內容好不好看,是否要面對現實在於個人的觀感所以對於內容我就不多評論,但是我想要說.....要看聲之形記得要帶法國麵包(長棍麵包)進場",5,電影版聲之形,      A Silent Voice : the Movie
超感人的 硝子天使啊！,5,電影版聲之形,      A Silent Voice : the Movie
看完這電影有種想哭但是有哭不出來的感覺，除了是心中有種掀起漣漪的感覺外，大多數是心酸以及對裡面西宮的不捨,5,電影版聲之形,      A Silent Voice : the Movie
"很有意義的一部電影
看完能夠深思一下自己的行為有多幼稚 讓自己成長",5,電影版聲之形,      A Silent Voice : the Movie
哭慘,5,電影版聲之形,      A Silent Voice : the Movie
剛看完~~好看~~有感動到我~~TT,5,電影版聲之形,      A Silent Voice : the Movie
今天二刷了，真的很棒耶！,5,電影版聲之形,      A Silent Voice : the Movie
好看,5,電影版聲之形,      A Silent Voice : the Movie
西宮我老婆,5,電影版聲之形,      A Silent Voice : the Movie
感恩，謝謝，懂得珍惜,5,電影版聲之形,      A Silent Voice : the Movie
騙錢的!,1,電影版聲之形,      A Silent Voice : the Movie
看到最後淚崩(´；ω；｀)ﾌﾞﾜｯ,5,電影版聲之形,      A Silent Voice : the Movie
好看,5,電影版聲之形,      A Silent Voice : the Movie
"很棒又感人的動畫
京阿尼有詮釋出漫畫的精神
比那個美女與野獸好太多了⋯",5,電影版聲之形,      A Silent Voice : the Movie
快去看八!,5,電影版聲之形,      A Silent Voice : the Movie
"非常好看👍🏻真心推薦👍🏻近一年來看過最好看的一部電影👍🏻
真心推薦不看可惜👍🏻👍🏻👍🏻",5,電影版聲之形,      A Silent Voice : the Movie
因為我是看過漫畫再去看電影，當然電影會剪劇情是一定的，所以我不太了解沒看過漫畫的人覺得電影劇情如何，但因為聲之形的漫畫本身就是一個很棒的作品，就算電影版有剪、有修改，我也還是會給這個電影5顆星。,5,電影版聲之形,      A Silent Voice : the Movie
主角從霸凌別人、被朋友背叛、被孤立、想辦法彌補女主都刻畫得非常生動小時候的無知 真的非常可怕,5,電影版聲之形,      A Silent Voice : the Movie
超好看 超感人的😭,5,電影版聲之形,      A Silent Voice : the Movie
之後京阿尼的出品變成必追之片了,5,電影版聲之形,      A Silent Voice : the Movie
好看，具有教育意義,5,電影版聲之形,      A Silent Voice : the Movie
非常好看，又哭又笑的😂,5,電影版聲之形,      A Silent Voice : the Movie
上次約了個彎彎158/19/D很緊很敢玩喔,5,電影版聲之形,      A Silent Voice : the Movie
"前面鋪陳都還不錯,結構感覺也滿有創意的,但後面人物感情部分實在是太灑狗血!一直糾結在沒有意義的人事物!簡單來講就是為了對不起而對不起,為了自殺而自殺,如果要以正常跟現實的邏輯來思考的話,男女主角早就不知道生幾百個小孩了,還在那邊對不起不好意思咧!整個後面就是靠畫風跟音樂撐場面!總結還是""你的名子""好看多了!",3,電影版聲之形,      A Silent Voice : the Movie
"女主角如果不是長這麼可愛聲音這麼好聽 我也會想打她= =一直哭跟道歉 被欺負就要站起來 打回去 不要一直哭 有
又自殺 看完頭超痛。每個人都玻璃心 沒有正常人?音樂跟畫面好看",1,電影版聲之形,      A Silent Voice : the Movie
連刷兩次還是很感人…後面整個淚崩…還有硝子的奶奶過世那邊也是淚崩…想到我奶奶過世的時候…後座力真的很強,5,電影版聲之形,      A Silent Voice : the Movie
真的好看且有教育意義,5,電影版聲之形,      A Silent Voice : the Movie
窩從頭到尾都一直落淚，乾了不久又濕了，非常有深度的影片。硝子真的好可憐 希望大家要支持她 所以去看看她吧,5,電影版聲之形,      A Silent Voice : the Movie
教人你如果排擠別人 惡果會回到自己身上 要肯定自己 喜歡自己 ,5,電影版聲之形,      A Silent Voice : the Movie
比你的名字好看,5,電影版聲之形,      A Silent Voice : the Movie
我和朋友去看他們都覺得好看是我要求太高了嗎?整部片就普普看完也沒什麼心得,1,電影版聲之形,      A Silent Voice : the Movie
聲之形不錯看，從一開始我就有鼻酸想哭且眼眶發熱的感覺 ( 後面幾個橋段也有這種感覺 )。但是我沒哭，目前為止我還沒看電影看到哭的紀錄。電視劇或是好幾集的動畫倒是有看到哭過，因為篇幅比較長 ( 可以慢慢蓄積培養情緒 )。劇中不少真的會讓我笑出來的搞笑橋段，同時劇情發展也相當地沉重！,5,電影版聲之形,      A Silent Voice : the Movie
這部不要想成是戀愛電影，這是一部深層的！好看推薦,5,電影版聲之形,      A Silent Voice : the Movie
如果今天聽障換成一個肥宅，我想電影就沒有這裡完美，各位不要活在自己世界裡，回到現實吧,1,電影版聲之形,      A Silent Voice : the Movie
"很被這部電影感動~~
值得推薦
內容深刻~",5,電影版聲之形,      A Silent Voice : the Movie
感同身受QQQQ,5,電影版聲之形,      A Silent Voice : the Movie
把社會的現實面呈現的很好，意義很深沉、觸動人心，講出最感觸人心的部分，值得進電影院觀賞。👍,5,電影版聲之形,      A Silent Voice : the Movie
無聊到爆,1,電影版聲之形,      A Silent Voice : the Movie
太神啦,5,電影版聲之形,      A Silent Voice : the Movie
情緒會被劇情牽著走，意想不到的感動，真的很推薦,5,電影版聲之形,      A Silent Voice : the Movie
覺得很有感觸，也具有教育意義,5,電影版聲之形,      A Silent Voice : the Movie
我以為除了KEY社的三部曲之外，沒有可以讓我哭的故事了，這部真厲害，我絕對還會去看第二次。,5,電影版聲之形,      A Silent Voice : the Movie
看到白癡回應不爽,5,電影版聲之形,      A Silent Voice : the Movie
好久沒看到這麼有水準的動畫電影了，不論是鋪陳手法、分鏡、人物的內心描述展現都能感受此幕後團隊及原作的用心與巧思,5,電影版聲之形,      A Silent Voice : the Movie
一部好看的動畫片，深具教育意義，動畫片上的的確就是現實中會發生的事情， 當然也是有結局不會如此美好的事實存在，但不可否認的霸凌確實存在於世上， 不論是成人或是孩童，的確是可以令人省思的一部好動畫片。,5,電影版聲之形,      A Silent Voice : the Movie
"看完這片的孩子還會霸凌他人,就是惡魔轉世沒救啦...或者施霸者家長本身也是惡魔?被霸凌者當然是痛苦的,但現實中施霸者,絕多數只是一般不成熟的小鬼頭,不是新聞社會版上那些窮兇惡極的混蛋.當這些施霸者長大後,其實多數對於過去曾經霸凌過他人的行為,也會感到愧疚和羞恥.原作大今良時厲害的就是除了告訴讀者們被害者的苦痛,也描述了施霸者的愧疚和嘗試彌補過錯的決心這部片也非常貼近了我們的現實生活: 其實大家都不是壞人,你我都有這樣那樣不勘描述的過去,重要的是我們如何看待這段過去,如何面對你可以把握的現在?",5,電影版聲之形,      A Silent Voice : the Movie
普通啊，怎麼大家都說好，是不是要看原著啊？？,3,電影版聲之形,      A Silent Voice : the Movie
每次的MM都蠻合我的胃口的 那功夫 真的是沒話說,2,電影版聲之形,      A Silent Voice : the Movie
很感人，看到西宮向石田媽媽道歉時真的很不捨,5,電影版聲之形,      A Silent Voice : the Movie
我只能說 神作阿~~~我看要超越這部  應該非常困難了~~~,5,電影版聲之形,      A Silent Voice : the Movie
不~~太好看了!!!! 感謝大家這麼支持聲之形 ， 也請大家多多支持 4月和7月 Free!劇場版 。未來我們京都動畫會做更多優質動畫給台灣觀眾喜愛~,5,電影版聲之形,      A Silent Voice : the Movie
離場後騎車回家途中那個後勁還在，眼淚還是不爭氣的落下來,5,電影版聲之形,      A Silent Voice : the Movie
比一般愛情故事又多探討了非常多面向的東西，內容的轉折很多，每個人都有每個人的內心探討，非常有意義發人省思，很有張力的一部電影。,5,電影版聲之形,      A Silent Voice : the Movie
非常具教育意義！！不管大人小孩都一定要去看！！,5,電影版聲之形,      A Silent Voice : the Movie
非常有意義的一部片喔,5,電影版聲之形,      A Silent Voice : the Movie
想起中/小學時霸凌情形，此片非常有教育意義，簡直該列入中小學必看教材 !!,5,電影版聲之形,      A Silent Voice : the Movie
"聲之形真的是部催淚神作 !!!
先是看過原作漫畫，再來看電影，竟然是那麼的有感觸，希望聲之形票房可以超越你的名字 !!!",5,電影版聲之形,      A Silent Voice : the Movie
………,1,電影版聲之形,      A Silent Voice : the Movie
這不是無腦戀愛電影,4,電影版聲之形,      A Silent Voice : the Movie
深具教育意義，值得推薦！,5,電影版聲之形,      A Silent Voice : the Movie
大推!,5,電影版聲之形,      A Silent Voice : the Movie
超讚,5,電影版聲之形,      A Silent Voice : the Movie
"很感動,很深刻的一部片.類似的故事可能也發生在你我身邊. 無須多說,用心去聽,用心去看~ 感人也動人的故事.",5,電影版聲之形,      A Silent Voice : the Movie
"我覺得如果小孩看得懂建議帶小孩去看,是一部可以讓人省思跟教育的片,也是一部感動的片!!(我一直強忍著想哭,但是到女主角跟男主角媽媽下跪那幕,我還是爆哭了",5,電影版聲之形,      A Silent Voice : the Movie
劇情吸引人，是在現實可能發生的事情，值得人去一看,5,電影版聲之形,      A Silent Voice : the Movie
讓人感動的電影，關於人性刻畫的不錯，有小bug勉強可以忽略,5,電影版聲之形,      A Silent Voice : the Movie
"感動！
另人省思的題材
大推👍",5,電影版聲之形,      A Silent Voice : the Movie
非常有意義又寫實的電影,5,電影版聲之形,      A Silent Voice : the Movie
感想是，人總是會犯錯，只要反省過提醒自己不要再犯，並即時去做彌補就好了，大多時候只是因為自己對自己過度的批判，這些批判大多都是自己內心的聲音，有時候會誤解那是周遭對自己的看法，讓自己抬不起頭過日子，進而封閉影響到自己對於人際關係的安全感，導致於自己無法面對人群，要懂得學習原諒自己，勇敢的抬起頭，人與人都是在相處中學習互相接納，接納自己，人生總有快樂和痛苦的時候，勇敢面對!總之大推!大家可以進戲院看看!,5,電影版聲之形,      A Silent Voice : the Movie
個人沒看過慢話去看的果然還不錯因為是精簡版的多少有些少了什麼在學到不少作人該有的想法在教育片,4,電影版聲之形,      A Silent Voice : the Movie
經典必須推！！！！！,5,電影版聲之形,      A Silent Voice : the Movie
還可以，內心戲太多，缺乏張力，沉悶！,3,電影版聲之形,      A Silent Voice : the Movie
看完 完全不知道在演沙小,1,電影版聲之形,      A Silent Voice : the Movie
